input_text,product,quantity,price_satuan,pattern
"order 8 nasi bebek imut, terus nasi bebek sambal ijo nya se-thinwall pak [SEP] noted kak nasi bebek imut 8 rp740rb sama nasi bebek sambal ijo se-thinwall 73rb, total 813rb",nasi bebek imut & nasi bebek sambal ijo,8 & se-thinwall,-1,4
"bungkusin semangkok ayam penyet golden chicken pedes mampus kok [SEP] halo kak, pesanan ayam penyet golden chicken seharga rp 994.000 sudah kami proses, total bayar 994.000",ayam penyet golden chicken,semangkok,994000,2
4 es dawet porsi gede terima kasih [SEP] pesanan masuk: es dawet x rp 242.000 = 242 ribu,es dawet,4,242000,3
"es teh manis 24 nasi goreng merah seafood lima pack [SEP] siap kak, es teh manis 64k dan nasi goreng merah seafood rp 18.000, jadi total 82k ya",es teh manis & nasi goreng merah seafood,24 & lima pack,-1,4
"halo admin 21 cilok kuah seblak + lima mangkuk nasi rawon sapi thx ya [SEP] pesanan: cilok kuah seblak rp 93.000, nasi rawon sapi 705rb. Total bayar = rp 798.000",cilok kuah seblak & nasi rawon sapi,21 & lima mangkuk,-1,4
thai tea taro  yang 60k pesen 11 ya [SEP] noted kak thai tea taro 60k totalnya 60 ribu,thai tea taro,11,60000,2
budi susus kocok boba capucino jangan pedes dibikin 12 ya [SEP] rincian pesanan: susus kocok boba capucino (168.000) jadi rp 168.000 ya kak,susus kocok boba capucino,12,168000,1
halo admin masih ada black pearl toping boba? kalau ada mau 5 pisahin kuahnya dong [SEP] siap black pearl toping boba rp216rb totalnya 216.000 kak,black pearl toping boba,5,216000,2
"andi es kawista sebox, beneran 19.000 kan yah [SEP] halo kak, pesanan es kawista seharga 19.000 sudah kami proses, total bayar 19 ribu",es kawista,sebox,19000,1
kak mau pesen 21 udang penyet pedas sedang ya bang [SEP] oke siap kak,udang penyet,21,-1,1
24 kerupuk mie setengah porsi deh bang [SEP] baik kak kerupuk mie 73k satuan totalnya rp 73.000,kerupuk mie,24,73000,1
minta dua paket lontong soto nikmat anter sekarang bu [SEP] siap kak lontong soto nikmat 86 ribu total 86rb ya,lontong soto nikmat,dua paket,86000,2
subuh order pecel reog nasi pack sedus loh [SEP] oke kak pecel reog nasi hrgny 45.000 totalnya 45rb,pecel reog nasi,sedus,45000,3
"bakso aci sosis cepet ya sembilan aja ya mbak [SEP] baik, 1000 ribu ya kak rinciannya bakso aci sosis harganya 1000.000",bakso aci sosis,sembilan,1000000,1
aku pesen sepiring mie ayam bakso kecil sekalian spesial ayam geprek sambal matah satu ya [SEP] siap. mie ayam bakso kecil 893 ribu & spesial ayam geprek sambal matah rp 47.000. total semuanya 940k kak,mie ayam bakso kecil & spesial ayam geprek sambal matah,sepiring & satu,-1,4
bg pesen bihun pansit sedap siantar pedas sedang yang harganya rp59rb lima pack jangan lama [SEP] siap kak bihun pansit sedap siantar rp59rb total 59rb ya,bihun pansit sedap siantar,lima pack,59000,2
"malam es kawista 19, beneran 82rb kan dong [SEP] oke es kawista harga 82rb total rp 82.000 ya kak",es kawista,19,82000,1
"mau pesen buat 16 pop es vanila latte cincau pake sambel ijo thanks [SEP] baik, rp 516.000 ya kak rinciannya pop es vanila latte cincau harganya 516 ribu",pop es vanila latte cincau,16,516000,1
siti nasi beef shortplate karamel gurih buat arisan 12 langsung ya,nasi beef shortplate karamel gurih,12,-1,2
16 mie hun goreng special gak pake bawang sekarang ya [SEP] noted kak mie hun goreng special rp93rb totalnya 93.000,mie hun goreng special,16,93000,1
bungkusin tiga bungkus chicken katsu rice bawa pulang ya bang [SEP] noted kak chicken katsu rice 955.000 totalnya 955.000,chicken katsu rice,tiga bungkus,955000,3
budi whole chicken blackpepper pake qris 19 dulu [SEP] siap kak whole chicken blackpepper rp1000rb ttl rp 1000.000 ya,whole chicken blackpepper,19,1000000,3
minta segelas hot original thai tea pisahin kuahnya deh kak [SEP] oke hot original thai tea harga 403k total 403.000 ya kak,hot original thai tea,segelas,403000,1
tolong siapin porsi kecil nasi campur ayam goreng kampung pack ya [SEP] baik kak nasi campur ayam goreng kampung rp166rb satuan totalnya 166rb,nasi campur ayam goreng kampung,porsi kecil,166000,2
buatin nasi goreng merah udang untuk anak saya 22 loh [SEP] rincian pesanan: nasi goreng merah udang (458rb) jadi 458k ya kak,nasi goreng merah udang,22,458000,3
buatin teh susu milo kecil buat makan siang 10 cepet ya [SEP] baik kak teh susu milo kecil 85.000 satuan totalnya 85.000,teh susu milo kecil,10,85000,1
17 nasi goreng full toping setengah porsi gercep ya [SEP] oke noted,nasi goreng full toping,17,-1,1
pesan 19 nasi ikan tuna sambal matah buat makan siang ajaa [SEP] oke noted,nasi ikan tuna sambal matah,19,-1,3
pesan 13 udang penyet lima mangkuk bebek penyet sambal terasi thanks [SEP] siap. udang penyet rp 981.000 & bebek penyet sambal terasi rp 49.000. total semuanya 1030k kak,udang penyet & bebek penyet sambal terasi,13 & lima mangkuk,-1,4
subuh bisa pesan satu nasi bebek dendeng copa pisahin kuahnya ya [SEP] rincian pesanan: nasi bebek dendeng copa (rp 67.000) jadi 67.000 ya kak,nasi bebek dendeng copa,satu,67000,1
bikin 8 nasi campur empal pake qris ajaa [SEP] rincian pesanan: nasi campur empal (rp 89.000) jadi 89k ya kak,nasi campur empal,8,89000,2
bungkusin 18 half roasted chicken jangan lama ya dong bang [SEP] oke half roasted chicken harga 358rb total rp 358.000 ya kak,half roasted chicken,18,358000,2
tolong siapin tiga bungkus ayam goreng makan sini thx ya [SEP] baik kak ayam goreng 28.000 satuan totalnya 28rb,ayam goreng,tiga bungkus,28000,1
nasi ayam rica rica copa 4 bungkus dan lima thai tea dingin deh mas [SEP] siap. nasi ayam rica rica copa rp805rb & thai tea dingin 440k. total semuanya 1245 ribu kak,nasi ayam rica rica copa & thai tea dingin,4 & lima,-1,4
kak setengah porsi lil bro chicken burger level dewa ya min [SEP] oke kak lil bro chicken burger harganya 11000.000 totalnya rp11000rb,lil bro chicken burger,setengah porsi,11000000,2
halo admin nasi king box korean mozza 22 cepet ya [SEP] siap kak,nasi king box korean mozza,22,-1,2
"pesan martabak lotus biscoff coklat 20 yang kyk biasa, oh iya sekalian susu kedelai 18 ya [SEP] siap kak, martabak lotus biscoff coklat 880rb dan susu kedelai 27000 ribu, jadi total 27880rb ya",martabak lotus biscoff coklat & susu kedelai,20 & 18,-1,4
"pesan ayam geprul dahsyat 20 buat kantor, oh iya sekalian roti keset kombinasi 4 ya [SEP] noted kak ayam geprul dahsyat 20 22 ribu sama roti keset kombinasi 4 21k, total rp43rb",ayam geprul dahsyat & roti keset kombinasi,20 & 4,-1,4
ayam kremes paket sebungkus aja ya kak [SEP] siap ayam kremes 9000k totalnya rp9000rb kak,ayam kremes,sebungkus,9000000,2
boleh book sebotol thai tea non boba yang kyk biasa kak [SEP] rincian pesanan: thai tea non boba (rp8000rb) jadi rp8000rb ya kak,thai tea non boba,sebotol,8000000,3
se-pack hau yu mie titipan bos yaaa [SEP] hau yu mie 12000k ya kak jadi rp12000rb,hau yu mie,se-pack,12000000,1
mau pesen buat tiga gelas hot original thai tea level dewa cepet ya [SEP] noted kak hot original thai tea 873 ribu totalnya 873.000,hot original thai tea,tiga gelas,873000,1
"creamy chicken with butter rice sepaket bungkus dan semangkok ayam kecap doang [SEP] siap kak, creamy chicken with butter rice rp311rb dan ayam kecap 52rb, jadi total rp 363.000 ya",creamy chicken with butter rice & ayam kecap,sepaket & semangkok,-1,4
mau roti bakar ayam lemper jumlahnya sedus buruan ya [SEP] siap kak roti bakar ayam lemper 94rb total 94rb ya,roti bakar ayam lemper,sedus,94000,2
order 20 nasi paru buat buka puasa kak [SEP] nasi paru 32000.000 ya kak jadi 32000 ribu,nasi paru,20,32000000,3
bapak ayam asam mnisss extra pedas se-pack deh mbaaass [SEP] total tagihan 890.000 untuk ayam asam manis harga 890.000 per item ya,ayam asam manis,se-pack,890000,3
lima es cao coklat jumbo langsung proses ya jangan lama [SEP] noted kak es cao coklat jumbo 263rb totalnya 263.000,es cao coklat jumbo,lima,263000,2
chocolate brownies smores sebox ya gan [SEP] siap kak chocolate brownies smores 420 ribu total rp 420.000 ya,chocolate brownies smores,sebox,420000,2
"aku pesen porsi gede ice kopi vietnam sekalian bakso enak mantap 22 ya [SEP] baik kak, porsi gede ice kopi vietnam (580rb) + 22 bakso enak mantap (71.000) = 651k ya",ice kopi vietnam & bakso enak mantap,porsi gede & 22,-1,4
"nitip 24 mie nyemek jumbo pake qris ya mbaaa [SEP] baik, 13rb ya kak rinciannya mie nyemek jumbo hrgny rp 13.000",mie nyemek jumbo,24,13000,3
nitip 7 xxl crispy chicken level dewa deh bang [SEP] baik kak xxl crispy chicken 15000.000 satuan totalnya 15000k,xxl crispy chicken,7,15000000,3
hallo malam empat seblak bakso bulat bandung buat bekel sekolah matur suwun [SEP] total tagihan rp 33000.000 untuk seblak bakso bulat bandung harga 33000.000 per item ya,seblak bakso bulat bandung,empat,33000000,1
martabak mini smoked beef 14 + chicken skin crispy 7 ya [SEP] siap. martabak mini smoked beef rp 392.000 & chicken skin crispy 16 ribu. total semuanya 408rb kak,martabak mini smoked beef & chicken skin crispy,14 & 7,-1,4
mau keju kismis susu jumlahnya setengah buruan ya [SEP] baik kak,keju kismis susu,setengah,-1,2
"pangsit goreng pack 5, cake meses premium 14 ya bu [SEP] oke kak pangsit goreng 5 dan cake meses premium 14, totalnya 104rb",pangsit goreng & cake meses premium,5 & 14,-1,4
cuy mie sop kampong titipan bos dibikin 12 ya [SEP] oke kak mie sop kampong harganya 767rb totalnya rp 767.000,mie sop kampong,12,767000,1
"buatin ayam pecak nasi 16 [SEP] baik, langsung kami buatkan",ayam pecak nasi,16,-1,2
"nasi goreng semur daging 23 ya andi [SEP] halo kak, pesanan nasi goreng semur daging seharga 540k sudah kami proses, total bayar 540.000",nasi goreng semur daging,23,540000,1
sore bisa pesan 6 chicken steak jangan pedes gan [SEP] siap chicken steak 410 ribu totalnya 410.000 kak,chicken steak,6,410000,1
"chicken salad sedus bungkus dan 23 sate ayam kulit terima kasih [SEP] oke kak chicken salad sedus dan sate ayam kulit 23, totalnya rp199rb",chicken salad & sate ayam kulit,sedus & 23,-1,4
"hallo sore ice kopi susu gula aren porsi gede, beneran 4000rb kan dong kak [SEP] oke kak ice kopi susu gula aren harganya 4000rb totalnya 4000 ribu",ice kopi susu gula aren,porsi gede,4000000,2
"nasi paru goreng 4 bicopi chocolate taro 25 [SEP] pesanan: nasi paru goreng 466rb, bicopi chocolate taro rp 6.000. Total bayar = 472.000",nasi paru goreng & bicopi chocolate taro,4 & 25,-1,4
nitip tiga porsi pizza molen chicken buat bekel sekolah pak [SEP] pesanan masuk: pizza molen chicken x 936 ribu = 936.000,pizza molen chicken,tiga porsi,936000,3
korean garlic soy fried chicken 7 [SEP] noted kak ditunggu ya,korean garlic soy fried chicken,7,-1,3
"pakde bebek goreng plus nasi untuk anak saya 23 dulu [SEP] siap, segera diproses",bebek goreng plus nasi,23,-1,2
bude nasi goreng telur dadar jangan lama ya 5 ya [SEP] siap nasi goreng telur dadar 459 ribu totalnya 459k kak,nasi goreng telur dadar,5,459000,2
minta 19 pizza molen chicken titipan bos langsung ya [SEP] baik kak,pizza molen chicken,19,-1,3
"pesan 8 xxl crispy chicken 20 wedang jahe prabu gan [SEP] baik kak, 8 xxl crispy chicken (220 ribu) + 20 wedang jahe prabu (rp 229.000) = 449rb ya",xxl crispy chicken & wedang jahe prabu,8 & 20,-1,4
"18 nasi ayam dendeng copa 3 ayam kecap [SEP] noted kak nasi ayam dendeng copa 18 rp 84.000 sama ayam kecap 3 26k, total 110k",nasi ayam dendeng copa & ayam kecap,18 & 3,-1,4
nitip 13 nasi pecel ayam titipan bos ya kak [SEP] oke kak nasi pecel ayam harganya 43000k totalnya 43000.000,nasi pecel ayam,13,43000000,2
pesan satu cup bakmie sedap siantar jumbo pake sambel ijo nih [SEP] siap bakmie sedap siantar jumbo rp 36000.000 totalnya 36000 ribu kak,bakmie sedap siantar jumbo,satu cup,36000000,2
bikin 6 roti rasa nasi goreng spesial pack ya mas [SEP] roti rasa nasi goreng spesial 1000rb ya kak jadi 1000.000,roti rasa nasi goreng spesial,6,1000000,2
"indomie kare 9 bungkus dan se-pack soto medan mantap [SEP] pesanan: indomie kare rp 169.000, soto medan mantap 280rb. Total bayar = 449.000",indomie kare & soto medan mantap,9 & se-pack,-1,4
hallo sore masih ada ayam asam manis? kalau ada mau semangkok level 10 gercep ya [SEP] pesanan masuk: ayam asam manis x 79 ribu = 79 ribu,ayam asam manis,semangkok,79000,1
"tumis bayam bersantan se-pack bungkus dan 8 nasi goreng rumahan matur suwun [SEP] pesanan: tumis bayam bersantan 877k, nasi goreng rumahan 73rb. Total bayar = 950 ribu",tumis bayam bersantan & nasi goreng rumahan,se-pack & 8,-1,4
"tahu crispy dua box bungkus dan seporsi crispy chicken steak ranjau nih [SEP] noted kak tahu crispy dua box 40.000 sama crispy chicken steak ranjau seporsi 47000 ribu, total rp47040rb",tahu crispy & crispy chicken steak ranjau,dua box & seporsi,-1,4
"es josua 5 bakmie goreng krengsengan udangcumi porsi gede [SEP] noted kak es josua 5 rp 847.000 sama bakmie goreng krengsengan udangcumi porsi gede 71 ribu, total rp918rb",es josua & bakmie goreng krengsengan udangcumi,5 & porsi gede,-1,4
bude order chicken katsu carbonara udon porsi kecil se-thinwall dehh [SEP] siap kak chicken katsu carbonara udon rp64rb total 64 ribu ya,chicken katsu carbonara udon,se-thinwall,64000,2
"hallo sore 13 ayam geprek sambal bawang + tiga cup rice box chicken fire ya [SEP] pesanan: ayam geprek sambal bawang 785 ribu, rice box chicken fire 375.000. Total bayar = 1160.000",ayam geprek sambal bawang & rice box chicken fire,13 & tiga cup,-1,4
"beli 1 nasi pecel lele crispy jangan pedes thx ya [SEP] halo kak, pesanan nasi pecel lele crispy seharga 85.000 sudah kami proses, total bayar 85.000",nasi pecel lele crispy,1,85000,1
bikin 5 es red velved porsi kecil ya min [SEP] oke kak es red velved harganya 195 ribu totalnya rp 195.000,es red velved,5,195000,1
admin 8 chicken run in out yang kyk biasa langsung ya,chicken run in out,8,-1,1
mau 11 kwetiau kuah pake ojol budget 932 ribu jangan lama [SEP] rincian pesanan: kwetiau kuah (932 ribu) jadi rp932rb ya kak,kwetiau kuah,11,932000,1
"mas maw pesen 12 sop jamur bumbu pisah loh [SEP] halo kak, pesanan sop jamur seharga 79k sudah kami proses, total bayar 79 rb",sop jamur,12,79000,3
bude bakso babat buat makan siang sepuluh sekarang ya [SEP] pesanan masuk: bakso babat x rp 34.000 = rp34rb,bakso babat,sepuluh,34000,1
tolong siapin tiga piring mie ayam bakso kecil esnya dikit aja deh mbak [SEP] siap kak mie ayam bakso kecil 69k total 69rb ya,mie ayam bakso kecil,tiga piring,69000,1
bikin 16 bakso gepeng pake kotak saja [SEP] bakso gepeng 42.000 ya kak jadi 42 ribu,bakso gepeng,16,42000,2
ibu tiga cup soto ayam dibungkus dulu [SEP] pesanan sedang disiapkan,soto ayam,tiga cup,-1,2
"halo admin pesen es permen karet suroboyo small pake kotak yang harganya 532 ribu 21 yah [SEP] baik, rp 532.000 ya kak rinciannya es permen karet suroboyo small harganya 532 ribu",es permen karet suroboyo small,21,532000,2
"order seporsi es kopi depan gang, terus indomie telor sambel saluyu nya 9 gan [SEP] siap. es kopi depan gang 40rb & indomie telor sambel saluyu rp6rb. total semuanya rp 46.000 kak",es kopi depan gang & indomie telor sambel saluyu,seporsi & 9,-1,4
semika udang kelong goreng m level 5 deh bang [SEP] siap kak udang kelong goreng m 33000.000 total 33000.000 ya,udang kelong goreng m,semika,33000000,1
"siang pesen 11 vanilla latte chesee bubble drink dan 21 ayam ras penyet matur suwun [SEP] oke kak vanilla latte chesee bubble drink 11 dan ayam ras penyet 21, totalnya rp48079rb",vanilla latte chesee bubble drink & ayam ras penyet,11 & 21,-1,4
pesen nasi putih nya lima langsung ya [SEP] noted kak nasi putih rp36000rb totalnya 36000 ribu,nasi putih,lima,36000000,1
tolong siapin 11 chicken patty burger tolong buruan saja [SEP] rincian pesanan: chicken patty burger (30000.000) jadi rp30000rb ya kak,chicken patty burger,11,30000000,1
"pesan nasi goreng smoke ham 14 paket, oh iya sekalian cookies jahe besar dua botol ya [SEP] baik kak, 14 nasi goreng smoke ham (rp 936.000) + dua botol cookies jahe besar (47.000) = 983.000 ya",nasi goreng smoke ham & cookies jahe besar,14 & dua botol,-1,4
teh pesen stick manis susu mamam sini yang hrgny rp 65.000 18 ya bang [SEP] rincian pesanan: stick mnisss susu (rp 65.000) jadi 65k ya kak,stick manis susu,18,65000,3
mau pesen buat 19 spesial ayam penyet gacoan dibungkus yah [SEP] siap spesial ayam penyet gacoan 10000k totalnya rp 10000.000 kak,spesial ayam penyet gacoan,19,10000000,1
bikin 16 ayam geprek taman kopi untuk anak saya langsung ya [SEP] total tagihan rp 9.000 untuk ayam geprek taman kopi harga rp 9.000 per item ya,ayam geprek taman kopi,16,9000,2
"nasi goreng cumi 23 bungkus dan dua tahu susu bumbu ya kak [SEP] baik kak, 23 nasi goreng cumi (rp 47.000) + dua tahu susu bumbu (rp 120.000) = 167rb ya",nasi goreng cumi & tahu susu bumbu,23 & dua,-1,4
"mbak nasi loobak 10, beneran rp96rb kan kah [SEP] siap kak nasi loobak rp96rb total rp96rb ya",nasi loobak,10,96000,1
order es permen karet suroboyo small esnya dikit aja untuk 12 siap ditunggu [SEP] oke es permen karet suroboyo small harga rp25rb total 25.000 ya kak,es permen karet suroboyo small,12,25000,1
beli ifumie gorengkuah seafood 22rb an sepuluh ya mas [SEP] ifumie gorengkuah seafood 22rb ya kak jadi rp 22.000,ifumie gorengkuah seafood,sepuluh,22000,2
"mau dua paket mie seblak hot jeletot pake sambel ijo budget 556k sekarang ya [SEP] baik, rp556rb ya kak rinciannya mie seblak hot jeletot harganya 556k",mie seblak hot jeletot,dua paket,556000,1
"mas mau 23 ayam katsu sama sembilan es pukat dong mbak [SEP] siap kak, ayam katsu 856 ribu dan es pukat 28 ribu, jadi total rp884rb ya",ayam katsu & es pukat,23 & sembilan,-1,4
pesan 7 mie gorengkuah udang anter sekarang dong [SEP] rincian pesanan: mie gorengkuah udang (8000 ribu) jadi rp 8000.000 ya kak,mie gorengkuah udang,7,8000000,3
pesan lima es leci makan sini ya min [SEP] es leci 934k ya kak jadi 934.000,es leci,lima,934000,1
kak mau order 14 nasi goreng merah daging buat arisan dulu [SEP] oke nasi goreng merah daging harga 29.000 total 29rb ya kak,nasi goreng merah daging,14,29000,2
mie sop ceker bawa pulang yang 725k pesen 20 dulu [SEP] rincian pesanan: mie sop ceker (725k) jadi rp725rb ya kak,mie sop ceker,20,725000,3
"pesan nasi goreng merah seafood 17 buat kantor, oh iya sekalian brownies kukus kecil sepaket ya [SEP] siap kak, nasi goreng merah seafood rp 7.000 dan brownies kukus kecil 46000rb, jadi total 46007.000 ya",nasi goreng merah seafood & brownies kukus kecil,17 & sepaket,-1,4
